question,answer,context
"Yatay veya dikey geçişle gelen öğrenciler, önceki etkinliklerini GTÜ 101 dersi kapsamında raporlayabilir mi?","Yatay ve dikey geçiş kapsamında GTÜ'de öğrenim görmeye hak kazanan öğrenciler, GTÜ'ye kayıt olmadan önceki katıldıkları etkinlikleri bu ders kapsamında raporlayamazlar.","Değerlendirme Yöntemi MADDE 5. (5) Yatay ve dikey geçiş kapsamında GTÜ’de öğrenim görmeye hak kazanan öğrenciler, GTÜ’ye kayıt olmadan önceki katıldıkları etkinlikleri bu ders kapsamında raporlayamaz."
Bu yönerge hangi tarihten itibaren yürürlüğe girmiştir?,"Bu yönerge, 2023-2024 Akademik Yılı Bahar Döneminden itibaren geçerlidir.","Yürürlük MADDE 7. Bu Yönerge, 2023 -2024 Akademik Yılı Bahar Döneminden itibaren geçerlidir ."
GTÜ 101 dersi için hangi rapor formları kullanılmaktadır?,"GTÜ 101 dersi için kullanılan rapor formları şunlardır: FR-0676 Müfredat Dışı Etkinlik Raporu, FR-0677 Müfredat Dışı Etkinlik Dersi Raporu ve FR-0678 GTU 101 Müfredat Dışı Etkinlik Değerlendirme Raporu.",EKLER: FR-0676 Müfredat Dışı Etkinlik Raporu (Extracurricular Activity Report) FR-0677 Müfredat Dışı Etkinlik Dersi Raporu (Extracurricular Activity Course Report) FR-0678 GTU 101 Müfredat Dışı Etkinlik Değerlendirme Raporu (GTU 101 Extracurricular Activities Assessment Form)
GTÜ 101 dersi hangi sıklıkla açılır?,"GTÜ 101 dersi, yeterli talep olması durumunda her akademik dönemde her bölüm için ayrı olarak açılır.","Uygulama Esasları MADDE 4. (1) Etkinlik dersi, GTÜ 101 -Koduyla tüm lisans programları için 3 (üç) AKTS değerinde, teknik olmayan ortak seçmeli ders olarak yeterli talep olan her akademik dönemde, her bölüm için ayrı açılır."
GTÜ 101 dersini hangi öğretim elemanları verebilir?,"Her bölüm, bölümün eğitim diline uygun şekilde ders verme yetkinliğine sahip öğretim elemanını, dersi vermek üzere görevlendirir.","Uygulama Esasları MADDE 4. (1) Her bölüm, bölümün eğitim diline uygun şekilde ders verme yetkinliğine sahip öğretim elemanını, dersi vermek üzere görevlendirir."
"Öğrenci, GTÜ 101 dersi için hangi tür belgeler sunmalıdır?","Öğrenci, katıldığı etkinliklere dair katılım belgesi, resmi görevlendirme belgesi veya katılım sertifikası gibi belgeler sunmalıdır.","Değerlendirme Yöntemi MADDE 5. (1) Her etkinlik için öğrenci tarafından “Müfredat Dışı Etkinlik Raporu” hazırlanır. Hazırlanan etkinlik katılım belgesine, katılımı doğrulayıcı belgeler eklenir."
GTÜ 101 dersi için öğrenci raporu nasıl değerlendirilir?,"Öğrencinin sunduğu rapor, dersin yürütücüsü olan öğretim elemanı, öğrencinin danışmanı ve bölüm başkanından oluşan jüri tarafından değerlendirilir.","Değerlendirme Yöntemi MADDE 5. (2) Etkinlik dersinin değerlendirme jürisi; dersin yürütücüsü olan öğretim elemanı, öğrencinin danışmanı ve bölüm başkanından oluşur. Jüri, öğrencinin sunmuş olduğu raporu değerlendirerek “Müfredat Dışı Etkinlik Dersi Değerlendirme Formu” ile uygun harf notunu kayıt altına alır."
GTÜ 101 dersi için öğrencinin katılması gereken minimum etkinlik sayısı nedir?,Öğrencinin raporunun değerlendirmeye alınabilmesi için en az 8 farklı tür ve başlıkta etkinliğe doğrudan katılmış olması gerekmektedir.,Değerlendirme Yöntemi MADDE 5. (3) Öğrenci tarafından sunulan ders raporunun jüri değerlendirmesine alınması için; etkinliklerin 4 üncü maddenin 3 üncü fıkrasında belirtilen kapsam dışında kaldığı ve öğrencinin 4 üncü maddenin 2 nci fıkrasında listelenen en az 8 (sekiz) farklı tür ve başlıkta etkinliğe doğrudan katıldığı ilgili formlar ve eklerle beyan edilmelidir.
GTÜ 101 dersi için öğrencinin raporunda hangi bilgiler yer almalıdır?,"Öğrencinin raporunda, katıldığı tüm etkinlikler, bu etkinliklere dair katılım belgeleri ve bu etkinliklerin analizleri yer almalıdır.","Değerlendirme Yöntemi MADDE 5. (1) Her etkinlik için öğrenci tarafından “Müfredat Dışı Etkinlik Raporu” hazırlanır. Hazırlanan etkinlik katılım belgesine, katılımı doğrulayıcı belgeler eklenir. Öğrenci; katıldığı tüm etkinlikleri belgeleriyle birlikte bir rapor (Müfredat Dışı Etkinlik Dersi Raporu) haline getirerek, derse kaydolduğu dönemin final haftasının ilk cuma gününe kadar, dersi veren öğretim elemanına sunar."
GTÜ 101 dersi hangi tür bir derstir?,"GTÜ 101 dersi, teknik olmayan ortak seçmeli bir derstir.","Uygulama Esasları MADDE 4. (1) Etkinlik dersi, GTÜ 101 -Koduyla tüm lisans programları için 3 (üç) AKTS değerinde, teknik olmayan ortak seçmeli ders olarak yeterli talep olan her akademik dönemde, her bölüm için ayrı açılır."
GTÜ 101 dersi için öğrenci raporu hangi formatta hazırlanmalıdır?,"Öğrenci raporu, ""Müfredat Dışı Etkinlik Raporu"" (FR-0676) ve ""Müfredat Dışı Etkinlik Dersi Raporu"" (FR-0677) formları kullanılarak hazırlanmalıdır.",EKLER: FR-0676 Müfredat Dışı Etkinlik Raporu (Extracurricular Activity Report) FR-0677 Müfredat Dışı Etkinlik Dersi Raporu (Extracurricular Activity Course Report)
GTÜ 101 dersi için öğrenci raporu değerlendirme süreci nasıldır?,"Öğrencinin raporu, jüri tarafından değerlendirildikten sonra ""GTU 101 Müfredat Dışı Etkinlik Değerlendirme Raporu"" (FR-0678) kullanılarak harf notu belirlenir.",EKLER: FR-0678 GTU 101 Müfredat Dışı Etkinlik Değerlendirme Raporu (GTU 101 Extracurricular Activities Assessment Form)
GTÜ 101 dersi için öğrenci raporu sunulmadan önce yapılması gerekenler nelerdir?,"Öğrenci, raporunu sunmadan önce, katıldığı etkinlikleri içeren raporu dersi veren öğretim elemanına sunmalı ve onay almalıdır.","Uygulama Esasları MADDE 4. (5) Öğrenciler, derse kaydolmadan önce, GTÜ’ye kaydolduğu ilk günden itibaren katıldığı etkinlikleri içeren raporu, kendi bölümlerinde dersi veren öğretim elemanına sunmak ve aynı öğretim elemanının onayını (consent) almak durumundadır."
GTÜ 101 dersi için öğrenci raporu sunulduktan sonra ne olur?,"Öğrencinin raporu, jüri tarafından değerlendirilir ve öğrenciye harf notu verilir.","Değerlendirme Yöntemi MADDE 5. (2) Etkinlik dersinin değerlendirme jürisi; dersin yürütücüsü olan öğretim elemanı, öğrencinin danışmanı ve bölüm başkanından oluşur. Jüri, öğrencinin sunmuş olduğu raporu değerlendirerek “Müfredat Dışı Etkinlik Dersi Değerlendirme Formu” ile uygun harf notunu kayıt altına alır."
GTÜ 101 dersi için öğrenci raporu hangi tarihe kadar sunulmalıdır?,"Öğrenci raporu, derse kaydolduğu dönemin final haftasının ilk cuma gününe kadar sunulmalıdır.","Değerlendirme Yöntemi MADDE 5. (1) Öğrenci; katıldığı tüm etkinlikleri belgeleriyle birlikte bir rapor (Müfredat Dışı Etkinlik Dersi Raporu) haline getirerek, derse kaydolduğu dönemin final haftasının ilk cuma gününe kadar, dersi veren öğretim elemanına sunar."
GTÜ 101 dersi için öğrenci raporunda hangi tür etkinlikler yer alabilir?,"Öğrenci raporunda, bilimsel, kültürel, sanatsal, sosyal ve sportif alanlardaki etkinlikler yer alabilir.","Kapsam MADDE 2. Üniversiteye lisans düzeyinde kayıt yaptıran öğrencilerin, öğrenci oldukları süre içerisinde kampüs içerisinde ve dışarısında doğrudan katılacakları eğitsel, sosyal, bilimsel, kültürel, sanatsal ve sportif alanlardaki çalışmalarının seçmeli ders yüküne dön üştürülmesini kapsamaktadır."
GTÜ 101 dersi için öğrenci raporunda yer alacak etkinliklerin hangi zaman aralığında olması gerekir?,Öğrencinin GTÜ'ye kaydolduğu ilk günden itibaren katıldığı etkinlikler raporlanabilir.,Uygulama Esasları MADDE 4. (4) Öğrencinin akademik yıl ve dönem fark etmeksizin GTÜ’ye kaydolduğu ilk günden itibaren katıldığı etkinlikler ders raporuna eklenebilir.
GTÜ 101 dersi için öğrenci raporunda yer alacak etkinliklerin hangi türde olması gerekir?,"Öğrencinin raporunda yer alacak etkinlikler, en az 8 farklı tür ve başlıkta olmalıdır.",Değerlendirme Yöntemi MADDE 5. (3) Öğrenci tarafından sunulan ders raporunun jüri değerlendirmesine alınması için; etkinliklerin 4 üncü maddenin 3 üncü fıkrasında belirtilen kapsam dışında kaldığı ve öğrencinin 4 üncü maddenin 2 nci fıkrasında listelenen en az 8 (sekiz) farklı tür ve başlıkta etkinliğe doğrudan katıldığı ilgili formlar ve eklerle beyan edilmelidir.
GTÜ 101 dersi için öğrenci raporunda yer alacak etkinliklerin hangi kapsamda olması gerekir?,"Öğrencinin raporunda yer alacak etkinlikler, üniversitede açılan herhangi bir ders kapsamında gerçekleşen ve/veya öğrencinin sorumlu olduğu öğretim planının zorunlu bir bileşeni olmamalıdır.",Uygulama Esasları MADDE 4. (3) Üniversitede açılan herhangi bir ders kapsamında gerçekleşen ve/veya öğrencinin sorumlu olduğu öğretim planının zorunlu bir bileşeni olan etkinlikler bu dersin kapsamına girmez.
GTÜ 101 dersi için öğrenci raporunda yer alacak etkinliklerin hangi tür belgelerle desteklenmesi gerekir?,"Öğrencinin raporunda yer alacak etkinlikler, katılım belgesi, resmi görevlendirme belgesi veya katılım sertifikası gibi belgelerle desteklenmelidir.","Değerlendirme Yöntemi MADDE 5. (1) Her etkinlik için öğrenci tarafından “Müfredat Dışı Etkinlik Raporu” hazırlanır. Hazırlanan etkinlik katılım belgesine, katılımı doğrulayıcı belgeler eklenir."
GTÜ 101 dersi için öğrenci raporunda yer alacak etkinliklerin hangi türde olması gerekir?,"Öğrencinin raporunda yer alacak etkinlikler, en az 8 farklı tür ve başlıkta olmalıdır.",Değerlendirme Yöntemi MADDE 5. (3) Öğrenci tarafından sunulan ders raporunun jüri değerlendirmesine alınması için; etkinliklerin 4 üncü maddenin 3 üncü fıkrasında belirtilen kapsam dışında kaldığı ve öğrencinin 4 üncü maddenin 2 nci fıkrasında listelenen en az 8 (sekiz) farklı tür ve başlıkta etkinliğe doğrudan katıldığı ilgili formlar ve eklerle beyan edilmelidir.
GTÜ 101 dersi için öğrenci raporunda yer alacak etkinliklerin hangi kapsamda olması gerekir?,"Öğrencinin raporunda yer alacak etkinlikler, üniversitede açılan herhangi bir ders kapsamında gerçekleşen ve/veya öğrencinin sorumlu olduğu öğretim planının zorunlu bir bileşeni olmamalıdır.",Uygulama Esasları MADDE 4. (3) Üniversitede açılan herhangi bir ders kapsamında gerçekleşen ve/veya öğrencinin sorumlu olduğu öğretim planının zorunlu bir bileşeni olan etkinlikler bu dersin kapsamına girmez.
GTÜ 101 dersi için öğrenci raporunda yer alacak etkinliklerin hangi tür belgelerle desteklenmesi gerekir?,"Öğrencinin raporunda yer alacak etkinlikler, katılım belgesi, resmi görevlendirme belgesi veya katılım sertifikası gibi belgelerle desteklenmelidir.","Değerlendirme Yöntemi MADDE 5. (1) Her etkinlik için öğrenci tarafından “Müfredat Dışı Etkinlik Raporu” hazırlanır. Hazırlanan etkinlik katılım belgesine, katılımı doğrulayıcı belgeler eklenir."
GTÜ 101 dersi için öğrenci raporunda yer alacak etkinliklerin hangi türde olması gerekir?,"Öğrencinin raporunda yer alacak etkinlikler, en az 8 farklı tür ve başlıkta olmalıdır.",Değerlendirme Yöntemi MADDE 5. (3) Öğrenci tarafından sunulan ders raporunun jüri değerlendirmesine alınması için; etkinliklerin 4 üncü maddenin 3 üncü fıkrasında belirtilen kapsam dışında kaldığı ve öğrencinin 4 üncü maddenin 2 nci fıkrasında listelenen en az 8 (sekiz) farklı tür ve başlıkta etkinliğe doğrudan katıldığı ilgili formlar ve eklerle beyan edilmelidir.
GTÜ 101 dersi için öğrenci raporunda yer alacak etkinliklerin hangi kapsamda olması gerekir?,"Öğrencinin raporunda yer alacak etkinlikler, üniversitede açılan herhangi bir ders kapsamında gerçekleşen ve/veya öğrencinin sorumlu olduğu öğretim planının zorunlu bir bileşeni olmamalıdır.",Uygulama Esasları MADDE 4. (3) Üniversitede açılan herhangi bir ders kapsamında gerçekleşen ve/veya öğrencinin sorumlu olduğu öğretim planının zorunlu bir bileşeni olan etkinlikler bu dersin kapsamına girmez.
GTÜ 101 dersi için öğrenci raporunda yer alacak etkinliklerin hangi tür belgelerle desteklenmesi gerekir?,"Öğrencinin raporunda yer alacak etkinlikler, katılım belgesi, resmi görevlendirme belgesi veya katılım sertifikası gibi belgelerle desteklenmelidir.","Değerlendirme Yöntemi MADDE 5. (1) Her etkinlik için öğrenci tarafından “Müfredat Dışı Etkinlik Raporu” hazırlanır. Hazırlanan etkinlik katılım belgesine, katılımı doğrulayıcı belgeler eklenir."
GTÜ 101 dersi için öğrenci raporunda yer alacak etkinliklerin hangi türde olması gerekir?,"Öğrencinin raporunda yer alacak etkinlikler, en az 8 farklı tür ve başlıkta olmalıdır.",Değerlendirme Yöntemi MADDE 5. (3) Öğrenci tarafından sunulan ders raporunun jüri değerlendirmesine alınması için; etkinliklerin 4 üncü maddenin 3 üncü fıkrasında belirtilen kapsam dışında kaldığı ve öğrencinin 4 üncü maddenin 2 nci fıkrasında listelenen en az 8 (sekiz) farklı tür ve başlıkta etkinliğe doğrudan katıldığı ilgili formlar ve eklerle beyan edilmelidir.
GTÜ 101 dersi için öğrenci raporunda yer alacak etkinliklerin hangi kapsamda olması gerekir?,"Öğrencinin raporunda yer alacak etkinlikler, üniversitede açılan herhangi bir ders kapsamında gerçekleşen ve/veya öğrencinin sorumlu olduğu öğretim planının zorunlu bir bileşeni olmamalıdır.",Uygulama Esasları MADDE 4. (3) Üniversitede açılan herhangi bir ders kapsamında gerçekleşen ve/veya öğrencinin sorumlu olduğu öğretim planının zorunlu bir bileşeni olan etkinlikler bu dersin kapsamına girmez.
GTÜ 101 dersi için öğrenci raporunda yer alacak etkinliklerin hangi tür belgelerle desteklenmesi gerekir?,"Öğrencinin raporunda yer alacak etkinlikler, katılım belgesi, resmi görevlendirme belgesi veya katılım sertifikası gibi belgelerle desteklenmelidir.","Değerlendirme Yöntemi MADDE 5. (1) Her etkinlik için öğrenci tarafından “Müfredat Dışı Etkinlik Raporu” hazırlanır. Hazırlanan etkinlik katılım belgesine, katılımı doğrulayıcı belgeler eklenir."
Gebze Teknik Üniversitesi'nde sürdürülebilirlik çalışmalarının temel amacı nedir?,"Üniversitede ekosistem, yaşam, çevre ve insan sağlığı gibi alanlarda sürdürülebilir politikalar geliştirmek, verimli kaynak kullanımını teşvik etmek ve sürdürülebilir bir kurum olma bilinciyle hareket etmektir.","Madde 5 - (1) Koordinatörlüğün amaçları aşağıdaki gibidir: a) Üniversitede ekosistem, yaşam, çevre ve insan sağlığı, yönetim ve araştırma geliştirme alanlarında sürdürülebilir politikaların geliştirilebilmesi için araştırmalar yapmak, yenilikleri takip etmek ve süreçleri yönetmek. b) Üniversite çalışanlarında ve öğrencilerinde verimli ve sürdürülebilir kaynak kullanımı bilincinin geliştirmesine katkıda bulunmak ve bu amaca yönelik yenilikçi yaklaşımları yaygınlaştırmak. c) Yeşil kampüs ve sürdürülebilir kurumsal yönetim anlayışının yerleştirilmesi, Üniversitenin gelişmesine sürdürülebilirlik hedeflerinden taviz vermeden devam etmesi, Üniversitedeki araştırma -geliştirme projeleri, sanayi işbirlikleri, eğitim -öğretim çalışmaları ve toplumsal faaliyet ve girişimlerin sürdürülebilirlik ilkelerini de içerecek şekilde düzenlenmesi ve yürütülmesinin sağlanması için çalışmalar yapmak. ç) Sürdürülebilir bir dünya için sürdürülebilir bir kurum olma bilinciyle hareket etmek, Birleşmiş Milletler tarafından belirlenen tüm sürdürülebilir gelişme hedeflerini önemseyerek sürdürülebilirlik açısından Üniversitenin güçlü ve zayıf yönlerini belirlemek ve öncelikli alanlarını tespit etmek. Özellikle eğitim, eşitlik, sağlık, iklim değişikliği ve etkileri ile mücadele, atık arıtımı ve geri dönüşümü, enerji tasarrufu gibi konuları merkeze alarak Üniversitenin güçlü ve sürdürülebilir bir kurum olarak öne çıkması için itici güç olmak."
Gebze Teknik Üniversitesi'nde sürdürülebilirlik çalışmaları hangi konuları kapsar?,"Yeşil alan, doğal çevre, atık, enerji, su, ulaşım, ulaşılabilirlik, eğitim, akıllı kampüs ve dijital uygulamalar ile sürdürülebilir davranışlar konularını kapsar.","Madde 2 - (1) Bu Yönerge , GTÜ’de “sürdürülebilir kampüs” kapsamında yeşil alan, doğal çevre, atık, enerji, su, ulaşım, ulaşılabilirlik, eğitim, akıllı kampüs ve dijital uygulamalar ile sürdürülebilir davranışlar konularında Üniversiteye ait politikaların oluşturulmasına ve bunların uygulanmasına ilişkin hükümleri kapsar."
Sürdürülebilirlik Ofisi Koordinatörlüğü'nün temel görevlerinden biri nedir?,"Üniversitedeki sürdürülebilirlik faaliyetlerini yönetmek, ilgili birimler arasındaki koordinasyonu sağlamak ve sürdürülebilirlik raporu hazırlamaktır.","Madde 6 - (1) Koordinatörlüğün faaliyet alanları aşağıdaki gibidir: a) Üniversitedeki sürdürülebilirlik faaliyetlerinin yönetilmesi, sürdürülebilirlik ile ilişkili Üniversite merkez, komisyon ve birimleri arasındaki koordinasyonun sağlanması, işbirliğinin artırılması, detaylı ve bilgilendirici bir sürdürülebilirlik raporu hazırlanabilmesi için bu komisyon ve birimlerin faaliyetlerinin takip edilmesi, tüm faaliyetlerin zamanında raporlanmasının sağlanması."
